"Bedrijfsafvalstoffen";"Nuttige toepassing en eindverwerking";"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Bedrijfsafval (1 000 ton)"
"Totaal naar verwerking";"Totaal nuttige toepassing";"24-25 Basismetaal, metaalprod.-industrie";"2021*";"    1893"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2007";"      99"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2008";"      51"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2009";"      42"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2010";"      49"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2015";"      74"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2016";"      68"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2017";"      76"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2018";"      52"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2019";"      46"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2020";"      49"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-27 Elektrische en elektron. Industrie";"2021*";"      51"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2007";"     212"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2008";"     155"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2009";"     132"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2010";"     169"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2015";"     213"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2016";"     213"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2017";"     240"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2018";"     155"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2019";"     153"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2020";"     168"
"Totaal naar verwerking";"Totaal nuttige toepassing";"26-28 Elektrotechn. en machine-industrie";"2021*";"     189"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2007";"     113"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2008";"     126"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2009";"      88"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2010";"      82"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2015";"      85"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2016";"     106"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2017";"     133"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2018";"     123"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2019";"     113"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2020";"     103"
"Totaal naar verwerking";"Totaal nuttige toepassing";"29-30 Transportmiddelenindustrie";"2021*";"     104"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2007";"     193"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2008";"     231"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2009";"     199"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2010";"     206"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2015";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2016";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2017";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2018";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2019";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2020";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-33 Overige industrie en reparatie";"2021*";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2007";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2008";"     204"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2009";"     172"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2010";"     175"
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2015";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2016";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2017";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2018";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2019";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2020";"       ."
"Totaal naar verwerking";"Totaal nuttige toepassing";"31-32 Meubel- en overige industrie";"2021*";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2007";"     365"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2008";"     406"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2009";"     420"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2010";"     414"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2015";"     159"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2016";"     151"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2017";"     182"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2018";"     159"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2019";"     205"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2020";"     140"
"Totaal naar verwerking";"Totaal eindverwerking";"10-12 Voedings-, genotmiddelenindustrie";"2021*";"     104"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2007";"      50"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2008";"      35"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2009";"      31"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2010";"      48"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2015";"      11"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2016";"      13"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2017";"      13"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2018";"      15"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2019";"      14"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2020";"      17"
"Totaal naar verwerking";"Totaal eindverwerking";"13-15 Textiel-, kleding-, lederindustrie";"2021*";"      17"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2007";"     168"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2008";"     163"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2009";"     138"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2010";"     141"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2015";"      39"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2016";"      86"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2017";"      90"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2018";"      73"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2019";"      75"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2020";"      85"
"Totaal naar verwerking";"Totaal eindverwerking";"16+23 Hout- en bouwmaterialenindustrie";"2021*";"      88"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2007";"      86"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2008";"      88"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2009";"     106"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2010";"     111"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2015";"      23"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2016";"      30"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2017";"      31"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2018";"      73"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2019";"      70"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2020";"      76"
"Totaal naar verwerking";"Totaal eindverwerking";"17-18 Papier- en grafische industrie";"2021*";"      50"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2007";"     344"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2008";"     290"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2009";"     273"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2010";"     270"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2015";"     207"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2016";"     198"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2017";"     206"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2018";"     220"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2019";"     181"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2020";"     161"
"Totaal naar verwerking";"Totaal eindverwerking";"19-22 Raffinaderijen en chemie";"2021*";"     146"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2007";"     285"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2008";"     228"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2009";"     218"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2010";"     217"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2015";"     159"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2016";"     165"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2017";"     174"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2018";"     190"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2019";"     160"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2020";"     143"
"Totaal naar verwerking";"Totaal eindverwerking";"20-21 Chemie en farmaceutische industrie";"2021*";"     128"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2007";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2008";"     307"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2009";"     255"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2010";"     264"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2015";"     151"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2016";"     160"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2017";"     164"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2018";"     156"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2019";"     168"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2020";"     136"
"Totaal naar verwerking";"Totaal eindverwerking";"24-30, 33 Metalektro";"2021*";"     143"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2007";"      93"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2008";"     162"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2009";"     144"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2010";"     166"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2015";"     123"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2016";"     136"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2017";"     139"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2018";"     122"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2019";"     124"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2020";"      98"
"Totaal naar verwerking";"Totaal eindverwerking";"24-25 Basismetaal, metaalprod.-industrie";"2021*";"     104"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2007";"      33"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2008";"      28"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2009";"      22"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2010";"      22"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2015";"       4"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2016";"       2"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2017";"       2"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2018";"       2"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2019";"       2"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2020";"       2"
"Totaal naar verwerking";"Totaal eindverwerking";"26-27 Elektrische en elektron. Industrie";"2021*";"       3"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2007";"      74"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2008";"      57"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2009";"      48"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2010";"      61"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2015";"       9"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2016";"      12"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2017";"      12"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2018";"      15"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2019";"      16"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2020";"      14"
"Totaal naar verwerking";"Totaal eindverwerking";"26-28 Elektrotechn. en machine-industrie";"2021*";"      15"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2007";"      43"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2008";"      70"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2009";"      47"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2010";"      26"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2015";"      17"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2016";"      10"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2017";"      11"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2018";"       8"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2019";"      10"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2020";"       4"
"Totaal naar verwerking";"Totaal eindverwerking";"29-30 Transportmiddelenindustrie";"2021*";"       7"
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2007";"      79"
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2008";"      61"
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2009";"      59"
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2010";"      49"
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2015";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2016";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2017";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2018";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2019";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2020";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-33 Overige industrie en reparatie";"2021*";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2007";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2008";"      44"
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2009";"      41"
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2010";"      38"
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2015";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2016";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2017";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2018";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2019";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2020";"       ."
"Totaal naar verwerking";"Totaal eindverwerking";"31-32 Meubel- en overige industrie";"2021*";"       ."
