published_at,updated_at,like_count,text
2022-10-19T18:05:07Z,2022-10-19T18:05:07Z,0,"Multi culti Mocro, kijk wat ze flikken in Amsterdam Osdorp de hele kermis breken ze af. Nederlandse oma en opa met kleinkinderen moesten vluchten voor hun leven gisteren avond."
