published_at,updated_at,like_count,text
2018-12-07T15:47:31Z,2018-12-07T15:47:31Z,0,"Tja sommige mensen zijn kuddedieren... maar vergeet niet dat er honderden mensen gewoon doorlopen en het geen ene bal uitmaakt wie daar door Amsterdam loopt. Al liep Beyonce daar, liep ik nog steeds gewoon door."
2018-09-25T19:25:02Z,2018-09-25T19:25:02Z,56,"Ik zag laatst video&#39;s van Shawn Mendes met zijn fans selfies nemen in Amsterdam - nou, sorry, maar, noem mij maar een oude trut, maar een fake lach, kijken naar de camera, een selfie = 3 seconden, geen woord uitwisselen? Als ik echt fan ben, wil gewoon een kort gesprekje met hem willen hebben, hem bedanken voor zijn muziek enz. Ik hoef geen selfies zodat de wereld ziet dat ik hem ontmoet (net zoals duizenden andere fans) Ik wil juist mijn held hartelijk bedanken....."
