published_at,like_count,text
2014-09-20T18:07:29Z,0,Stadsverwarming... Afvalwarmte van de stroom centrale gebruiken. Theoretisch heel leuk.Beetje jammer dat amsterdam voor alleen warm water er een aparte centrale naast moest bouwen waardoor heel het idee van zuinige rest energie dat al bewezen kansloos was nu helemaal compleet een aanfluiting is geworden.
